price,bedrooms,sqft_living,floors,waterfront,view,condition,yr_built,grade
357000,4,2700,1,0,0,4,1988,9
107000,3,910,1,0,0,3,1973,6
232900,3,910,1,0,0,3,1973,6
800000,4,2370,2,0,0,3,1926,8
248500,2,880,2,0,0,3,1999,7
670000,3,2050,1,0,3,3,1956,8
207000,3,1180,1,0,0,4,1958,6
164000,3,1070,1,0,0,3,1961,7
570500,2,1380,2,0,0,3,1954,7
599990,3,2680,1,0,0,3,1978,8
395000,5,2100,1,0,0,3,1961,7
979500,4,4133,2,0,0,3,2000,11
207000,3,920,1,0,0,2,1928,6
237000,3,920,1,0,0,2,1928,6
650100,2,1750,1,0,0,4,1973,7
385000,4,1950,1,0,0,3,1963,7
335000,2,1660,2,0,0,3,1958,7
347000,4,2670,2,0,0,3,1996,8
204000,3,980,1,0,0,4,1954,6
615000,4,1780,2,0,0,3,1971,8
943500,3,2370,2,0,0,4,1980,7
560000,3,1640,1,0,0,4,1941,7
547500,4,2610,1,0,0,2,1975,8
359500,4,2030,1,0,0,3,1968,7
660000,3,2590,1,0,0,3,1987,9
258000,3,1620,1,0,0,3,1988,7
355000,3,2040,1,0,0,4,1980,8
253500,2,810,1,0,0,3,1948,7
422500,3,1270,1,0,0,5,1969,7
239000,2,1470,1.5,0,0,3,1986,7
628000,3,1720,1,0,0,4,1984,7
352000,2,1320,1,0,0,3,2004,8
311600,3,1358,3,0,0,3,2007,7
235000,4,2070,1,0,0,4,1964,7
870000,5,2910,2,0,0,4,1968,9
190848,4,1370,1,0,0,3,1970,7
570000,4,2340,1,0,0,5,1924,7
661254,4,2290,1.5,0,0,5,1940,7
575000,4,1650,1,0,0,3,1955,7
230000,2,650,1,0,0,4,1931,5
680000,3,2300,2,0,0,4,1980,8
148000,1,620,1,0,0,3,1939,5
244900,1,620,1,0,0,3,1939,5
214950,3,1400,1,0,0,3,1954,6
580000,3,1800,1,0,0,3,1947,8
263000,3,1300,1,0,0,3,1968,7
317000,5,2360,1,0,0,4,1962,7
302000,4,3320,1,0,0,3,1963,7
899000,3,1480,2,0,0,4,1949,8
1289000,3,2190,1,0,0,3,1956,8
710000,3,3740,2.5,0,0,3,1990,11
230000,3,1360,1,0,0,4,1980,7
430000,3,1210,1,0,0,3,1941,6
1169000,5,4610,2,0,4,3,2004,11
397000,3,860,1.5,0,0,4,1927,7
595000,3,2250,2,0,0,3,2003,8
485000,3,2030,1,0,0,4,1976,8
755000,5,3260,1.5,0,1,4,1950,8
185000,3,1840,1,0,0,4,1953,7
340000,3,1840,1,0,0,4,1953,7
236000,4,2000,2,0,0,3,1997,7
550000,4,2810,2,0,0,3,1992,9
680000,3,1780,1,0,0,5,1925,7
630000,4,2540,2,0,0,3,1997,9
560000,3,2340,1,0,1,5,1971,7
385000,3,1480,1,0,2,3,1943,7
280000,3,1358,3,0,0,3,2007,7
225000,3,1750,1,0,0,4,1979,7
610000,4,1830,2,0,0,3,1990,8
592500,3,1170,1,0,0,5,1947,7
750000,4,3170,2,0,0,3,1992,10
164000,4,1530,2,0,0,3,1977,7
320000,2,1100,1,0,0,4,1947,7
544000,4,2030,2,0,0,3,1994,8
344950,3,1870,1,0,0,5,1978,8
539500,3,3080,2,0,0,3,1990,10
420000,4,2480,1,0,0,4,1968,7
305000,2,910,1,0,0,1,1926,6
229000,2,810,1,0,0,3,1955,6
1068000,5,3990,2,0,0,3,2001,11
397500,3,1430,3,0,0,3,2005,8
540000,4,2190,2,0,0,4,1928,6
650000,4,2290,2,0,0,3,1985,8
1900000,6,3020,2,1,4,3,1942,8
649000,2,2260,2,0,2,3,2005,9
287500,5,2020,1.5,0,0,4,1936,7
815000,4,2620,1,0,2,4,1949,8
795000,2,2830,2,0,0,3,2001,10
502775,3,1700,1,0,0,4,1976,8
222900,2,1110,1,0,0,3,1944,6
399950,4,2150,1,0,0,3,1969,8
728000,4,2650,2,0,0,3,1994,9
850000,5,3870,2,0,0,3,1994,10
525000,4,2530,2,0,0,3,1998,8
257000,3,1450,1.5,0,0,5,1910,7
433500,3,2200,2,0,0,3,2009,8
314950,4,1890,1,0,0,4,1969,7
500000,3,1530,1,0,0,3,1977,7
300000,3,1590,1,0,0,3,1956,7
645000,4,2690,2,0,0,3,1985,8
222500,3,990,1,0,0,3,1972,7
275000,3,1300,1,0,0,4,1976,7
498000,3,1720,1.5,0,0,4,1909,8
800000,3,2080,1,0,0,3,1958,7
297000,3,1840,2,0,0,3,1994,8
625000,5,4010,2,0,3,3,1997,9
770000,4,3560,2,0,0,3,2003,9
517000,3,1640,1.5,0,0,3,1930,8
238000,1,530,1,0,0,5,1941,5
234550,3,1990,1,0,0,3,1946,7
230500,3,1690,1,0,1,3,1973,7
585000,5,2670,1.5,0,0,4,1920,7
733000,4,1930,1.5,0,0,5,1924,7
357950,2,810,1,0,0,3,1952,7
530000,3,1550,1,0,0,3,1927,7
377500,4,2640,2,0,0,3,1999,8
475000,4,2320,2,0,0,3,2006,7
399000,3,2170,1,0,0,3,2008,7
660000,3,2080,1,0,0,5,1926,7
400000,5,2070,1,0,0,4,1958,7
440000,2,800,1,0,0,4,1944,7
366400,4,2040,1,0,0,4,1977,8
627250,4,2830,2,0,0,3,1993,9
375950,3,1480,1,0,0,3,1920,6
162000,3,1810,1,0,0,3,1978,7
780000,3,1970,2.5,0,0,3,1924,8
705000,4,2650,1.5,0,0,3,1905,8
450000,4,2820,1,0,2,4,1972,9
311000,3,1400,1,0,0,3,1981,7
485000,3,1580,2,0,0,3,1985,8
485000,3,1800,2,0,0,4,1987,8
725000,5,3360,2,0,0,3,1963,8
185000,3,1510,1,0,0,4,1975,6
1890000,4,4285,2,0,0,3,2013,10
260000,3,1610,2,0,0,4,1990,7
356000,4,2470,2,0,0,3,2004,8
225205,3,1200,1,0,0,3,1977,6
445000,3,1260,1,0,0,4,1949,7
356000,2,920,1,0,0,4,1914,6
760250,5,2540,1,0,0,4,1953,7
572000,2,1870,1,0,0,3,2005,8
970000,3,3060,1.5,0,2,4,1930,9
348450,4,1950,2,0,0,3,1994,8
535500,3,1730,2,0,0,4,1983,8
710000,5,2570,1,0,2,3,1956,8
745000,3,1490,1,0,0,4,1947,7
355000,4,2040,2,0,0,3,1996,7
333000,4,2690,2,0,0,3,2004,8
282000,3,1610,2,0,0,4,1993,7
840500,3,2520,1.5,0,0,4,1906,8
432000,3,1550,1,0,0,4,1959,7
625000,3,1800,1,0,2,4,1927,9
209977,3,1170,1,0,0,4,1948,7
174000,2,900,1,0,0,3,1979,6
740000,4,2800,1,0,0,4,1977,8
518000,3,1830,1.5,0,0,4,1909,7
539000,3,1380,1,0,0,4,1915,7
575000,3,1990,1,0,0,3,1978,8
530000,2,1170,2,0,0,3,2010,9
242025,4,1400,1.5,0,0,4,1935,7
1030000,4,2620,1,0,0,4,1962,8
230000,3,880,1,0,0,3,1978,7
350000,4,2260,1,0,0,3,1965,8
595000,3,1300,1,0,0,3,1958,6
440000,3,1450,1,0,0,3,1983,8
550000,3,1110,1,0,0,3,1904,7
940000,4,1890,1,0,1,3,1963,9
375000,3,1100,2,0,0,3,2007,8
567500,2,1350,1,0,0,3,1939,7
735000,3,3020,1,0,0,5,1968,8
114000,2,730,1,0,0,3,1928,6
608000,2,1390,1,0,0,4,1913,7
442500,3,2710,1.5,0,0,3,1980,7
381800,4,1530,1,0,0,3,1981,7
330000,3,2170,1,0,0,5,1919,7
90000,2,790,1,0,0,3,1973,7
312000,2,1160,1,0,0,4,1941,6
339000,3,1080,1,0,0,4,1955,7
313000,3,2190,1,0,0,4,1967,8
618080,3,2030,2,0,0,3,1988,8
325000,3,2480,2,0,0,3,1979,8
242000,4,2240,1,0,0,3,1966,7
364000,2,1650,1,0,0,3,1978,7
545000,3,1700,1.5,0,2,5,1925,7
445000,3,2790,2,0,0,3,1988,10
1085500,4,3010,2,0,3,4,1980,9
660000,4,2550,1,0,0,3,1964,8
845000,4,2880,1,0,0,3,1989,10
417000,4,2090,1,0,0,3,1907,6
213800,2,740,1,0,0,4,1952,5
400000,2,960,1,0,0,4,1946,7
759950,4,2100,2,0,0,5,2005,8
990000,4,2540,2,0,0,3,2003,9
710000,3,1650,1,0,0,5,1963,8
315000,1,770,1,0,0,4,1910,6
515000,4,2280,1,0,0,5,1977,8
638000,3,1660,1,0,0,5,1922,7
370000,4,2020,1.5,0,0,4,1946,7
184000,3,970,1,0,0,3,1968,7
583800,3,2480,2,0,0,3,2002,8
309500,3,1250,1,0,0,3,1968,7
1960000,4,4430,2,0,0,3,1998,12
299000,1,740,1,0,0,3,1923,7
215000,2,710,1,0,0,3,1943,6
410000,4,1970,1,0,0,3,1961,8
478000,2,820,1,0,0,3,1939,7
431000,2,1000,1,0,0,4,1918,7
635000,4,3080,2,0,0,3,1997,9
648000,5,2410,2,0,0,4,1973,8
640000,3,2370,2,0,0,3,1993,9
932808,5,4690,2,0,0,3,1995,10
835000,2,2280,1,0,0,3,2002,8
469775,2,1530,1,0,0,3,1942,7
587000,5,3610,2,0,0,4,1989,7
677915,3,1740,1,0,0,5,1923,7
1075000,4,3600,1,0,4,4,1976,9
671000,4,3130,1.5,0,0,3,1953,7
695000,5,3940,2,0,0,3,2007,9
205000,4,2200,1,0,0,3,1944,6
350000,4,1510,1.5,0,0,4,1955,7
360000,3,1560,2,0,0,4,1980,7
313999,4,1870,2,0,0,3,2008,7
300000,3,2070,1,0,0,3,1979,8
452000,2,1660,1,0,0,3,1981,7
495500,3,2010,1,0,0,3,1978,7
288000,3,1410,1,0,0,4,1961,7
227490,3,1820,1,0,0,4,1967,7
470950,3,2560,2,0,0,4,1989,8
735000,4,2450,2,0,2,3,2010,8
730000,7,3110,1.5,0,0,5,1914,7
412000,3,2210,2,0,0,4,1985,8
589500,4,2630,2,0,0,3,2008,9
291000,7,2350,1,0,0,3,1962,7
1300000,5,4450,2,0,0,3,2010,9
190000,3,1200,1,0,0,4,1961,6
456200,2,1210,1,0,0,3,1904,6
225000,3,1290,1,0,0,4,1966,7
2000000,3,3490,1,1,4,3,1968,10
740000,4,3360,2,0,0,3,1997,9
467000,3,2660,1,0,0,3,1948,8
385000,2,770,1,0,0,3,1946,6
670000,3,1800,2,0,0,3,1985,7
500000,4,2900,1,0,0,4,1959,8
352450,3,1430,1,0,0,5,1945,7
669888,4,2550,2,0,0,3,1989,9
405000,3,1310,1,0,0,3,1957,7
518000,3,1430,1,0,0,4,1956,7
280000,4,1880,1,0,0,3,1974,7
435000,3,1600,2,0,0,3,2005,7
314950,3,1760,1,0,0,3,1996,7
209900,2,1180,2,0,0,3,2005,6
630000,4,2330,2,0,0,4,1980,8
442000,4,1960,1.5,0,0,4,1962,7
340000,4,1140,1,0,0,2,1944,5
230000,3,1400,1,0,0,4,1957,7
495200,5,2710,1,0,0,3,1955,7
900000,4,3510,2,0,0,3,1998,10
265000,2,910,1,0,0,3,1917,5
489500,3,2090,1,0,0,3,1977,8
335000,3,1410,1,0,0,4,1985,7
585000,3,3050,2,0,0,3,1990,8
800000,4,2010,1,0,1,4,1950,8
379500,4,2120,2,0,2,4,1985,7
475000,3,1270,1,0,0,4,1959,6
520000,3,1670,1,0,0,4,1961,7
515000,4,1800,2,0,0,3,2001,8
577500,2,1640,1,0,0,4,1926,7
269900,3,1740,1,0,0,4,1963,7
329000,3,1600,1,0,0,4,1964,7
458500,3,1280,1.5,0,0,3,1905,7
890000,4,1480,1.5,0,0,4,1947,6
361500,4,1980,2,0,0,3,2003,7
2535000,5,3730,1,0,4,4,1963,10
325000,2,900,1,0,0,3,1984,7
1850000,4,3480,3,0,0,3,2014,8
945000,4,2840,1,0,0,3,1952,7
370000,3,2490,2,0,0,3,2005,9
320000,0,1490,2,0,0,3,1999,7
450000,2,1510,1,0,0,3,2006,8
800000,4,2900,2,0,0,4,1994,10
676000,3,2240,2,0,0,3,1995,7
1272500,4,2040,2,0,0,4,1921,9
290000,3,1460,1,0,0,3,1972,7
158000,3,990,1,0,0,4,1962,7
379950,4,1970,1,0,0,5,1960,7
583000,4,2660,2,0,0,3,2001,8
150000,2,870,1,0,0,4,1957,6
261500,3,1740,2,0,0,3,1990,7
278000,4,2290,2,0,0,3,2004,7
555000,4,2170,1,0,0,3,1977,8
355000,3,2040,1,0,0,3,1958,7
375000,4,1770,1,0,0,3,1958,7
227000,3,2380,1,0,0,1,1918,6
335000,4,2030,1,0,0,4,1969,7
680000,3,2270,1,0,0,3,1975,9
686500,2,1390,1.5,0,0,4,1928,8
410000,3,1530,1,0,0,3,1988,7
425000,2,1430,1.5,0,0,3,1921,6
562500,3,2030,1,0,0,3,1988,8
345000,4,2390,2,0,0,3,2003,7
627500,4,2540,1,0,0,4,1979,8
355000,3,1890,1,0,0,3,1962,7
335000,3,1870,2,0,0,3,1986,7
350000,4,1780,1,0,0,3,1953,7
590000,3,1610,1,0,0,3,1978,7
252000,3,1420,2,0,0,3,1990,7
1295000,5,4440,1,0,0,5,1968,10
705000,4,1820,2,0,0,3,1947,7
498000,3,1620,1,0,0,3,1968,7
312500,2,870,1,0,0,3,1948,7
260000,4,1830,1,0,0,2,1962,7
209950,3,2290,1,0,0,4,1967,7
610000,3,1110,1,0,0,4,1967,7
500000,4,1440,1.5,0,0,3,1906,7
850000,3,3070,1,0,3,3,1928,8
689000,4,2440,1,0,0,5,1961,8
470000,4,2410,2,0,0,3,1974,9
640000,3,2270,2,0,0,3,2002,9
290000,4,2340,1,0,0,3,1960,8
258500,3,1800,2,0,0,3,1983,7
1100000,4,2210,1,0,0,4,1977,9
420000,3,1820,1,0,0,3,1977,7
230000,3,1190,1,0,0,3,1955,7
252000,3,1400,1,0,0,4,1986,7
515000,3,2600,2,0,0,3,2003,8
425000,2,910,1,0,0,4,1905,6
575000,3,1760,2,0,2,3,1994,8
390000,2,860,1,0,0,4,1909,7
561500,4,2310,1,0,0,3,1968,8
1350000,4,2000,1.5,0,0,4,1926,9
835000,5,2460,1,0,0,5,1955,9
245000,2,1020,1.5,0,0,3,1933,6
475200,3,1670,2,0,0,3,2000,8
425000,2,790,1,0,0,4,1941,7
218000,2,2010,2,0,0,3,1952,7
600000,4,2600,2,0,0,3,1999,9
545000,4,1890,1,0,0,3,1967,8
2408000,5,4600,1.5,0,2,3,1918,9
460000,5,2008,1,0,0,3,1992,7
425000,2,880,1,0,0,3,1950,7
455000,3,1700,1,0,0,4,1955,7
313100,3,1730,1,0,0,3,1994,8
780000,4,3910,2,0,0,4,1987,10
345500,4,2160,2,0,0,3,1999,8
243000,3,1200,1,0,0,5,1975,7
670000,5,3860,1,0,3,4,1973,8
325000,3,1320,1,0,0,3,1983,6
281000,2,1280,1,0,0,3,1951,7
130000,3,1100,1,0,0,4,1913,7
340000,3,2170,2,0,0,3,1995,7
485000,4,2720,2,0,0,4,1977,8
642860,4,2520,2,0,0,3,2014,8
747000,3,2560,1,0,0,3,1911,7
559950,4,2650,2,0,0,3,1979,8
577288,4,2870,2,0,0,3,2008,9
575000,2,1230,1.5,0,0,3,1920,7
287000,3,1450,1,0,0,4,1953,7
1149000,4,3180,2,0,0,3,2012,9
335000,2,1800,1,0,0,3,1945,6
375000,4,2020,2,0,0,2,1966,8
325000,2,620,1,0,0,3,1926,6
530000,3,2190,1,0,0,4,1976,7
287000,4,1980,1,0,0,3,1977,7
320000,5,2970,1,0,0,3,1979,8
425000,4,2270,2,0,0,3,2006,7
550000,3,1630,1,0,3,4,1954,8
135000,3,1520,1,0,0,2,1961,6
695000,3,2080,1.5,0,0,4,1924,8
975000,5,3020,1,0,2,4,1977,9
210000,4,2180,1,0,0,3,1950,8
518000,4,1780,1,0,0,4,1951,7
335500,3,1370,2,0,0,3,1930,6
750000,4,3050,2,0,3,3,1984,9
515000,3,1490,1,0,0,4,1956,7
344500,4,1800,1,0,0,3,2002,7
470000,3,1760,1,0,0,3,1958,7
606150,4,1770,1,0,0,3,1967,8
292000,4,2910,1,0,0,3,1998,7
450000,3,2880,2,0,3,3,1979,7
429000,3,2520,1,0,0,3,1957,8
765000,4,3190,2,0,0,3,1988,9
425000,2,540,1,0,0,3,1905,5
505000,4,3170,2,0,0,3,2000,7
544950,3,1830,1,0,0,3,1957,7
382000,3,1360,1.5,0,0,3,1936,8
475000,3,1870,2,0,0,3,1978,7
355000,3,1370,2,0,0,4,1982,7
410000,4,1700,1,0,0,5,1972,7
450000,4,1960,1,0,0,3,1900,6
565000,7,4140,1,0,0,3,1978,7
529100,2,1290,1.5,0,0,4,1941,7
452500,4,2460,2,0,0,3,2006,7
245000,4,1580,1,0,0,3,1967,7
415000,1,700,1,0,0,3,1954,6
610000,4,2410,2,0,3,3,1990,9
363500,4,2180,1,0,0,5,1962,7
510000,3,1950,1,0,0,4,1969,8
650000,4,2630,2,0,0,3,1996,8
290000,4,2050,2,0,0,4,1973,7
170000,3,790,1,0,0,2,1944,6
510000,2,1070,1,0,0,3,1900,6
2280000,7,13540,3,0,4,3,1999,12
316000,4,2320,2,0,0,3,1987,8
690000,4,2670,2,0,0,4,1989,9
199950,2,700,1,0,0,5,1952,5
207000,3,860,1,0,0,3,1960,6
449950,4,3490,1.5,0,0,4,1976,8
361550,3,1160,1,0,0,2,1980,7
824000,4,3650,2,0,0,3,1996,10
537000,3,1550,1,0,0,5,1957,7
838400,4,2620,2.5,0,0,4,1974,9
225000,2,720,1,0,0,3,1947,6
329900,3,1380,1,0,0,4,1982,7
282500,4,1170,1,0,0,4,1942,6
229950,3,1170,1,0,0,4,1969,7
500000,2,1630,1,0,0,3,1947,7
495000,3,1890,1,0,0,3,1967,8
149500,3,1010,1,0,0,4,1959,7
726000,3,2040,1,0,0,4,1974,8
899000,4,4080,2,0,0,3,1998,10
317000,3,1270,1,0,0,5,1955,7
395000,1,790,1,0,0,3,1953,6
360000,4,2580,2,0,0,3,1999,8
570000,4,2290,2,0,0,3,1996,8
320000,4,3490,2,0,0,3,2003,8
320000,3,1510,1.5,0,0,3,1976,7
268000,5,2400,2,0,0,3,2004,7
191000,2,900,1,0,0,5,1905,6
400000,2,1270,1,0,0,4,1949,7
515000,2,1050,1,0,0,5,1907,7
610000,4,2950,2,0,0,3,2004,9
538000,2,1850,1,0,0,3,1929,7
432000,3,1970,2,0,0,4,2003,7
335000,4,2400,2,0,0,3,1978,8
302000,5,2360,1.5,0,0,5,1926,7
787500,4,1580,1,0,0,3,1963,7
420000,3,1790,1,0,0,5,1937,8
560000,3,2840,2,0,0,3,1991,9
535000,3,1970,2,0,0,3,1989,8
310000,3,1780,1,0,0,3,1990,7
760000,5,3920,1.5,0,0,5,1910,7
242500,3,1550,2,0,0,3,2005,7
1313000,6,2980,1.5,0,2,3,1911,8
235000,3,1270,1,0,0,5,1949,6
598780,4,3040,1,0,0,4,1963,7
433200,3,2075,2,0,0,3,2002,8
343000,2,1110,1,0,0,5,1942,6
145000,2,800,1,0,0,3,1964,6
291970,1,680,1,0,0,3,1952,5
599950,3,1680,1,0,0,3,1949,7
1749000,4,3910,1.5,0,0,3,1908,8
870000,4,2780,1,0,0,3,1964,9
323000,4,2000,2,0,0,4,1992,7
727000,4,3150,2,0,0,3,2001,9
166000,1,1120,1,0,0,3,1988,7
450000,4,1740,1,0,0,3,1961,7
400000,3,2970,1,0,0,3,1967,7
599000,3,2970,1,0,0,3,1967,7
165000,3,1150,1,0,0,4,1908,5
229000,2,1190,1,0,0,3,1941,6
305000,1,900,1,0,0,3,1946,5
930000,3,2950,2,0,0,3,2001,9
542000,3,1990,1,0,0,3,1964,8
214000,3,1020,1,0,0,4,1900,6
718000,3,2070,2,0,0,3,2001,8
349000,3,1430,3,0,0,3,2002,8
305000,3,2030,2,0,0,3,1997,7
498000,3,1620,2,0,0,4,1900,7
799950,4,4220,2,0,0,3,1993,10
737000,3,2300,2,0,2,3,1997,9
860000,4,3830,2,0,0,3,2001,10
339950,3,2390,1,0,0,3,1984,8
249000,3,1440,1,0,0,3,1982,7
370000,2,910,1,0,0,2,1910,6
725000,3,1550,1,0,0,4,1964,7
529000,5,2380,1,0,0,4,1976,8
310000,4,2060,1,0,0,4,1988,7
315000,4,1880,2,0,0,3,1981,8
1300000,4,3470,2,0,0,3,1927,9
435000,3,2360,2,0,0,5,1964,7
350000,3,1970,1,0,0,4,1979,7
240000,3,1040,1,0,0,3,1948,7
410000,3,1420,2,0,0,3,1987,7
430000,4,2290,2,0,0,3,2003,7
446000,4,1530,1,0,0,3,1974,7
240000,3,1360,1.5,0,0,5,1984,7
595000,4,3680,1.5,0,0,4,1970,8
215150,3,920,1,0,0,4,1969,6
319950,2,1070,1,0,2,5,1949,7
385000,3,1590,2,0,0,3,2000,8
280000,3,1600,2,0,0,3,1991,8
399950,3,1510,1,0,0,3,1974,7
132500,3,1080,1,0,0,3,1967,7
399950,2,1330,1,0,0,4,1916,7
290000,2,850,1,0,0,3,1948,7
860000,5,1960,1,0,0,4,1958,8
3100000,6,6980,3,0,4,4,1999,12
245000,4,1530,1.5,0,0,3,1948,7
255000,3,1320,1,0,0,3,1956,7
310000,4,2320,2,0,0,3,1976,7
299000,3,960,1,0,0,3,1955,7
575000,4,2040,2,0,0,4,1996,8
284000,3,1080,1,0,0,3,1944,7
840000,3,2020,1,0,0,4,1926,8
442573,3,1780,1,0,0,3,1980,7
560000,3,1140,1,0,0,3,1931,8
485000,3,1610,1,0,0,4,1917,7
472500,4,1440,1,0,0,4,1961,7
1610000,4,4270,2,0,0,3,1996,11
808000,8,3460,2,0,0,3,1987,7
398000,3,1890,1.5,0,0,4,1950,7
340000,3,2240,2,0,0,3,2003,8
380000,2,760,1.5,0,0,3,1910,6
235000,3,1020,1,0,0,3,1948,6
400000,3,1330,1,0,0,3,1956,7
582000,5,2780,1,0,0,4,1968,8
209000,2,1070,1,0,0,3,1962,6
335000,5,2660,1.5,0,0,4,1962,7
285950,2,710,1,0,0,5,1942,6
645000,5,3340,2,0,0,4,1975,8
312000,2,1160,1.5,0,0,4,1916,7
663000,3,2840,1,0,0,3,1967,7
443950,3,2000,1,0,0,3,1946,6
315000,3,1060,1,0,0,3,1981,7
302200,4,1730,1,0,0,3,1964,7
770000,3,2190,2,0,3,4,1979,9
374950,4,1660,1,0,0,3,1974,8
330000,3,2210,2,0,0,3,1989,9
230000,2,870,1,0,0,4,1942,6
967000,4,3100,2,0,0,3,2010,9
536500,4,1720,2,0,2,3,2000,8
315000,6,3120,2,0,2,4,1993,7
626000,3,1040,1,0,0,4,1924,7
334009,4,1650,1,0,0,4,1960,6
429000,2,1010,1,0,0,2,1924,7
818000,4,4020,2,0,0,3,1987,10
326000,5,2166,2,0,0,3,2013,8
310000,5,1880,1,0,0,3,1997,7
525000,4,2260,1,0,0,4,1947,7
350000,3,2010,1.5,0,0,3,1986,7
936000,4,3330,2,0,0,3,2001,10
226000,3,1520,1,0,0,3,1954,7
1250000,5,3510,2,0,0,3,2008,10
428000,3,1580,1,0,2,4,1985,7
329932,3,1460,1,0,0,3,1971,7
539000,3,1460,1,0,0,3,1971,7
275000,3,1650,1,0,0,4,1977,8
590000,4,2660,2,0,2,3,1993,9
782000,4,3510,2,0,0,3,1997,10
575000,4,2120,2,0,0,3,1985,8
509000,3,1780,2,0,0,3,1996,7
290000,4,2000,1,0,0,4,1968,7
305240,3,1300,1,0,0,3,1956,7
555000,3,2180,1.5,0,2,4,1930,8
317000,3,1790,1,0,0,3,1980,7
430000,3,1910,1.5,0,0,3,1971,8
850000,2,1800,1,0,4,4,1962,7
469000,3,2620,1,0,0,3,1976,7
327200,2,1440,1,0,0,4,1942,6
835000,3,2790,2,1,4,4,1977,8
360000,4,2340,2,0,0,3,1990,8
372000,4,2070,2,0,0,3,1999,8
453000,3,2160,1.5,0,0,4,1968,7
275000,2,2090,1,0,0,5,1931,7
475000,4,2040,2,0,0,4,1963,7
310000,4,1950,1,0,0,3,1986,7
173000,4,1200,1,0,0,5,1957,7
313500,5,2240,1,0,0,3,1985,6
345000,3,1360,2,0,0,3,2007,8
436000,3,1500,1,0,0,3,1955,8
244500,2,1300,1,0,0,3,1939,6
206000,3,1140,1,0,0,4,1968,7
890000,4,2930,2,0,0,3,2005,9
329950,4,2140,2,0,0,3,1986,8
250000,3,1628,1,0,0,3,1996,7
246000,3,1990,1,0,0,3,1949,7
440000,3,1950,1,0,0,3,1979,7
395000,4,1910,1,0,0,3,1975,7
305000,3,820,1,0,0,5,1918,6
160000,3,1470,1,0,0,3,1985,7
269000,3,1470,1,0,0,3,1985,7
169500,3,1060,1,0,0,3,1962,6
690500,4,3130,2,0,0,3,2014,8
245560,2,1260,1,0,0,3,1957,7
345000,4,2200,2,0,0,3,1987,8
383000,4,2580,1,0,2,4,1958,8
388500,3,1350,2,0,0,3,2007,8
250000,3,1350,1,0,0,3,1985,7
455500,3,2290,1,0,0,4,1973,9
672000,3,1220,1,0,0,4,1954,7
550000,4,2750,1,0,0,2,1958,7
487000,3,1430,1,0,0,3,1959,7
291375,4,2220,2,0,0,3,2001,7
225000,3,1490,1,0,0,3,1946,7
519950,5,2440,2,0,0,4,1974,7
250000,3,2070,2,0,0,4,1990,8
614950,3,1500,1.5,0,0,5,1900,7
599500,4,2020,2,0,0,4,1984,7
625000,4,2190,1,0,3,3,1952,8
248500,2,780,1,0,0,4,1958,7
469950,5,1220,1,0,0,4,1921,6
525000,3,1840,1,0,0,4,1970,8
787500,2,2390,2,0,3,4,1949,8
485000,4,3710,1,0,0,3,2005,10
310000,2,750,1,0,0,3,1919,6
280000,5,2110,1,0,0,3,1966,7
200000,4,1020,1.5,0,0,4,1922,6
490000,3,3080,2,0,0,3,2006,9
146000,3,900,1,0,0,3,1969,6
500000,5,3720,2,0,4,3,1986,9
242500,3,940,1,0,0,3,1959,6
324950,3,1040,1,0,0,3,1959,7
231500,2,1000,1,0,0,4,1943,6
300000,3,2080,2,0,0,3,1989,8
545000,4,2500,2,0,0,3,1997,9
350000,3,1050,1,0,0,5,1955,6
467100,3,1620,1,0,0,3,1973,7
180000,3,1610,1.5,0,0,3,1959,7
749000,4,2130,2,0,0,4,1920,8
245000,3,1460,2,0,0,3,1989,7
260000,5,1600,1,0,0,5,1962,7
490000,3,1730,3,0,0,3,1985,7
565000,4,2280,2,0,0,3,2003,8
330000,4,2430,2,0,0,3,1983,8
295000,3,1380,1,0,0,4,1963,7
725000,3,1790,1.5,0,0,4,1903,7
1135000,4,3370,2,0,0,3,1999,10
680000,3,2920,1,0,0,3,1956,8
490000,2,2180,1,0,0,4,1947,7
635000,3,1480,1.5,0,0,4,1926,7
750000,3,2350,1.5,0,0,4,1979,9
330000,4,2440,2,0,0,3,1983,8
270000,3,1350,2,0,0,3,2007,7
340000,3,1970,2,0,0,3,1997,7
413252,3,1110,1,0,0,3,1951,7
600000,4,2950,2,0,0,3,2007,9
726888,5,2970,2,0,0,3,1999,9
285000,2,720,1,0,0,4,1943,6
365000,2,770,1,0,0,4,1929,6
295000,4,1650,1,0,0,3,1964,7
460000,3,1620,1,0,0,3,1969,7
230000,3,1510,1.5,0,0,3,1947,7
337000,3,1070,1,0,0,5,1951,7
300000,3,1010,1,0,0,3,1957,7
2300000,4,3370,1,0,0,5,1962,10
360000,4,2000,2,0,0,3,2003,8
585000,3,2060,2,0,0,3,1987,8
182700,3,1740,1,0,0,3,1978,7
305000,3,1740,1,0,0,3,1978,7
309950,3,1880,2,0,0,3,1994,7
550000,3,960,1,0,0,3,1972,7
825000,3,3280,1,0,3,3,1985,11
998500,2,1570,1.5,0,0,4,1914,8
644500,4,2990,2,0,0,3,2004,8
320000,3,1250,1,0,0,5,1968,7
266950,3,1920,2,0,0,3,2005,7
633100,4,2470,2,0,0,3,1993,9
395000,2,960,1,0,0,3,1951,7
259250,3,940,1,0,0,3,1947,6
300000,3,1260,1,0,0,4,1968,6
413000,3,2280,1,0,0,3,1977,8
